,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CashflowAmortization_yy,,,,,,1.50,,,,-77.27,,,-59.91,28.70,56.71,99.03,94.89,45.83,49.42,36.08,22.93,55.95,41.57,29.35,90.04,36.88,57.82,22.14,-17.50,26.60,-23.73,7.72
CashflowAmortization_sy,,,,,,4.52,,,,-6.56,,,-1.26,7.24,6.98,10.68,11.49,-1.70,5.15,7.73,10.14,20.80,16.24,6.72,12.73,11.62,15.26,13.84,7.81,6.82,4.66,8.74
CashflowAmortization_qq,,,-100.00,,,,-100.00,,,-59.65,-4.84,-2.11,6.67,29.51,15.88,24.33,4.45,-3.09,18.73,13.23,-5.65,22.94,7.78,3.46,38.61,-11.45,24.27,-19.93,-6.37,35.88,-25.14,13.10
CashflowAmortization_sq,,,0.89,,,,-3.28,,,-0.08,-3.88,0.46,-0.41,3.63,1.14,3.99,-0.07,0.12,1.20,6.00,1.03,10.52,-0.68,1.54,2.68,5.52,-1.24,-0.44,-0.20,3.91,-0.38,5.14
CashflowInvestingCashflow,,-17000,,,,-545000,,,-1447000,-4165000,-126000,-69000,-181000,-503000,-430000,-842000,-826000,-2274000,-920000,-879000,-917000,-4844000,-818000,-533000,-1181000,-1307000,-636000,-271000,-575000,-140000,-775000,-594000
CashflowInvestingCashflow_yy,,,,,,-3052.87,,,,-664.94,,,87.50,87.91,-242.29,-1117.74,-356.94,-351.65,-114.11,-4.34,-11.00,-113.04,11.08,39.38,-28.73,73.03,22.20,49.14,51.34,89.27,-21.72,-119.25
CashflowInvestingCashflow_sy,,,,,,-143.45,,,,62.44,,,-9.92,-92.91,-30.01,-66.45,-3.50,-9.52,2.42,41.62,-21.95,-89.57,-57.72,6.82,-18.68,-19.66,-18.40,-26.15,-43.31,-34.42,-21.72,-52.34
CashflowInvestingCashflow_qq,,,100.00,,,,100.00,,,-187.84,96.99,44.91,-161.58,-178.36,14.67,-96.00,1.84,-175.14,59.55,4.49,-4.42,-428.07,83.12,34.88,-121.72,-10.64,51.30,57.43,-112.14,75.60,-452.51,23.33
CashflowInvestingCashflow_sq,,,3.53,,,,59.04,,,32.41,-86.84,-16.79,-79.71,-34.65,20.88,-32.63,0.49,5.92,20.31,5.04,-41.48,-47.13,39.78,7.75,-33.26,-25.25,44.76,-5.52,-24.91,-10.81,28.08,-35.39
CashflowCapex,,49000,,,,221000,,,1587000,51000,126000,69000,181000,479000,355000,941000,826000,267000,720000,1080000,1000000,2444000,711000,509000,1311000,1057000,636000,334000,614000,140000,775000,710000
CashflowCapex_yy,,,,,,349.35,,,,-76.71,,,-88.60,832.42,182.89,1260.27,356.94,-44.31,102.74,14.80,21.03,815.56,-1.24,-52.85,31.10,-56.76,-10.49,-34.34,-53.18,-86.73,21.72,112.49
CashflowCapex_sy,,,,,,60.69,,,,-54.34,,,-2.86,225.01,49.32,65.09,13.56,-23.48,9.77,-20.60,1.10,105.50,19.68,5.89,23.11,-18.34,0.64,5.40,-1.40,22.32,-5.59,79.69
CashflowCapex_qq,,,-100.00,,,,-100.00,,,-96.76,144.13,-44.91,161.58,165.03,-25.93,164.91,-12.13,-67.70,169.64,50.01,-7.36,144.33,-70.91,-28.38,157.57,-19.42,-39.78,-47.46,83.65,-77.17,452.51,-8.29
CashflowCapex_sq,,,-55.12,,,,-51.96,,,-50.17,0.26,-2.27,45.60,54.67,-36.20,40.49,-3.48,20.82,-13.76,24.54,-4.43,53.79,-24.71,-6.90,5.38,17.31,-40.84,-7.40,20.30,9.67,-21.70,34.17
CashflowFinancingCashflow,,1611000,,,,6580000,,,1587000,275000,-1282000,4427000,1938000,-3529000,5120000,-252000,-13707000,15737000,-892000,-4259000,-3757000,451000,1134000,-7624000,17432000,-9809000,-2796000,-3104000,-122000,-267000,,-441000
CashflowFinancingCashflow_yy,,,,,,308.36,,,,-95.83,,,22.14,-1385.00,499.50,-105.70,-807.13,545.94,-117.41,-1588.15,72.59,-97.13,227.18,-79.00,564.02,-2274.39,-346.52,59.29,-100.70,97.28,100.00,85.80
CashflowFinancingCashflow_sy,,,,,,-6.78,,,,-43.82,,,22.14,3.33,63.36,-5.62,19.74,7.15,-28.60,-4.55,69.38,33.20,49.17,-67.62,-31.31,-4.05,-11.59,-31.49,21.92,0.48,-32.65,27.59
CashflowFinancingCashflow_qq,,,-100.00,,,,-100.00,,,-82.70,-566.70,445.39,-56.21,-282.05,245.09,-104.93,-5333.32,214.81,-105.67,-377.62,11.79,112.01,151.39,-772.22,328.66,-156.27,71.50,-11.01,96.06,-117.84,100.00,
CashflowFinancingCashflow_sq,,,88.93,,,,92.72,,,-82.70,124.42,-134.15,61.55,-41.31,100.00,-125.77,55.92,18.57,82.06,-95.64,49.78,-130.42,129.87,-151.07,71.29,-38.70,88.58,-106.09,65.87,-68.88,110.78,
CashflowShareCapitalCash,,,,,,6116000,,,,,,,,,,,,,,,,1000,,,,,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,-100.00,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,,,100.00,,,,,,,,,,,,,,,,-100.00,,,,,,
CashflowShareCapitalCash_qq,,,,,,,-100.00,,,,,,,,,,,,,,,,-100.00,,,,,,,,,
CashflowShareCapitalCash_sq,,,,,,,100.00,,,,,,,,,,,,,,,,-100.00,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,56000,0,0,449000,,126000,42000,267000,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,-40.57,,-100.00
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,-100.00,,0.68
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,-100.00,,-66.47,528.68,-100.00,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,,,-98.46,,,-100.00,,-95.23,-100.00,-100.00,
CashflowNetCashflow,,2813000,,,,1032000,,,1307000,-5282000,28000,-113000,172000,8501000,-538000,-7799000,-161000,19000000,-13000000,8145000,-8207000,1112000,1422000,2738000,44000,-7640000,5278000,-1671000,646000,7974000,-4180000,-1939000
CashflowNetCashflow_yy,,,,,,-63.30,,,,-611.57,,,-86.85,260.95,-2001.84,-6802.80,-193.47,123.50,-2315.77,204.44,-5010.34,-94.15,110.94,-66.39,100.54,-787.08,271.06,-161.05,1353.19,204.36,-179.19,-15.99
CashflowNetCashflow_sy,,,,,,57.41,,,,-26.46,,,-3.00,-42.16,-59.40,-72.77,-6.06,14.96,5.21,41.77,-2.70,23.25,45.57,-26.62,7.02,41.39,-52.58,-35.22,30.19,56.84,-11.26,6.54
CashflowNetCashflow_qq,,,-100.00,,,,-100.00,,,-504.11,100.54,-499.28,252.08,4847.56,-106.33,-1349.20,97.94,11930.75,-168.42,162.65,-200.76,113.55,27.92,92.46,-98.38,-17277.55,169.08,-131.67,138.67,1133.65,-152.42,53.62
CashflowNetCashflow_sq,,,-100.00,,,,-144.07,,,126.45,-141.25,150.94,-100.00,105.75,-213.26,99.75,-3.86,181.03,-189.31,132.66,-126.03,285.50,-143.65,117.92,-74.16,210.25,-169.75,107.20,-43.89,301.02,-195.24,124.03
