,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow,Price
MOL,11456597000.0,,,,1520870000.0,938146000.0,1165942000.0,1293074000.0,352239000.0,-1655088000.0,,-430201000.0,,-430201000.0,,-762700000.0,-870870000.0,44775923000.0,5258719000.0,33951735000.0,,4020840000.0,14655419000.0,3519940000.0,7748370000.0,0.0,3421386000.0,124280000.0,32913046000.0,20846450000.0,1172190000.0,,21814503000.0,4601114000.0,14045266000.0,,,,,16939219000.0,12782196000.0,6846066000.0,,,3516800000.0,,58273761000.0,,,,3103421000.0,740952000.0,-1465471000.0,1045697000.0,3741873000.0,,144000.0,725250000.0,189.6461403508772
MON,45155000.0,20436000.0,27803000.0,3256000.0,-6340000.0,863000.0,35641000.0,-41118000.0,2524000.0,1880000.0,-371000.0,3514000.0,,3514000.0,,2860000.0,2860000.0,32504000.0,444000.0,19616000.0,,,19430000.0,15986000.0,19058000.0,,37625000.0,1066000.0,,77716000.0,1338000.0,,25004000.0,,533000.0,,,,,16929000.0,28809000.0,97074000.0,,,14547000.0,,186478000.0,,,,3047000.0,1591000.0,387000.0,1623000.0,-2572000.0,-45000.0,,-2530000.0,2.247634920634921
MPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRB,61096000.0,51774000.0,154000.0,-326000.0,9494000.0,206000.0,583000.0,9117000.0,18000.0,2312000.0,-2000.0,3690000.0,,7615000.0,,5722000.0,5821000.0,74100000.0,77000.0,69213000.0,,5500000.0,1201000.0,243279000.0,158094000.0,102244000.0,0.0,16348000.0,100494000.0,,909002000.0,215415000.0,7500000.0,,218026000.0,53552000.0,172217000.0,44058000.0,223717000.0,,,85806000.0,443471000.0,,,,629000.0,13703000.0,542196000.0,,-1564000.0,1729000.0,-2873000.0,1322000.0,4660000.0,,,2047000.0,1.8744920634920634
MRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP,36835000.0,28447000.0,,1590000.0,6798000.0,104000.0,109000.0,6793000.0,2674000.0,87000.0,,4029000.0,,4029000.0,,3129000.0,3129000.0,27029000.0,837000.0,13452000.0,,13824000.0,2331000.0,66476000.0,2310000.0,41395000.0,,123000.0,22761000.0,,105241000.0,54818000.0,20000000.0,,33920000.0,,7457000.0,2105000.0,574000.0,,,5273000.0,27400000.0,26005000.0,,,,1321000.0,10386000.0,69934000.0,4101000.0,746000.0,-350000.0,605000.0,-568000.0,,,-2614000.0,53.763619047619045
MSW,626084000.0,543976000.0,313000.0,23388000.0,23020000.0,8473000.0,2999000.0,28494000.0,4055000.0,2210000.0,-1140000.0,8913000.0,,8913000.0,,-112267000.0,-111160000.0,406534000.0,7299000.0,202122000.0,12559000.0,19000.0,584785000.0,48722000.0,568396000.0,10000.0,262298000.0,,480381000.0,304041000.0,44801000.0,,330173000.0,25861000.0,240513000.0,,193121000.0,,2389000.0,428731000.0,320871000.0,141545000.0,,,365720000.0,333804000.0,1323579000.0,,,,58666000.0,6867000.0,-13782000.0,8369000.0,-3030000.0,,0.0,167700000.0,55.64033333333333
MSZ,264347000.0,238533000.0,85000.0,12705000.0,16284000.0,1572000.0,1517000.0,16339000.0,-1386000.0,-490000.0,,4555000.0,,4555000.0,3419000.0,1172000.0,900000.0,273620000.0,2230000.0,165596000.0,,1456000.0,303138000.0,35849000.0,193765000.0,7378000.0,42333000.0,91560000.0,223361000.0,188386000.0,149131000.0,-21496000.0,98237000.0,2777000.0,,9927000.0,,,24319000.0,325137000.0,130473000.0,27062000.0,,,56469000.0,27843000.0,541313000.0,,,,-10046000.0,5870000.0,-1694000.0,7171000.0,-3070000.0,,215000.0,-8792000.0,4.466984126984127
MTL,49829000.0,40636000.0,1337000.0,3774000.0,4082000.0,891000.0,1176000.0,725000.0,411000.0,75000.0,,-23359000.0,,-23359000.0,,1279000.0,1279000.0,37448000.0,1452000.0,8439000.0,181625000.0,,16838000.0,9000.0,43320000.0,0.0,498000.0,1650000.0,1492000.0,323490000.0,607000.0,,10333000.0,,2248000.0,,84390000.0,,,33255000.0,7761000.0,,,,2521000.0,234000.0,36120000.0,,,,-71000.0,2570000.0,-6329000.0,1454000.0,-5361000.0,,,308000.0,9.328213507625271
MVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWT,2167000.0,694000.0,,1760000.0,3469000.0,40000.0,11000.0,3498000.0,100000.0,24000.0,,3574000.0,,3574000.0,,2880000.0,2880000.0,8517000.0,6000.0,2561000.0,,269861000.0,5794000.0,192841000.0,,,145256000.0,6284000.0,566000.0,,25075000.0,819000.0,,23894000.0,,1707000.0,21027000.0,146275000.0,,,9000.0,148333000.0,,180276000.0,27766000.0,,1201000.0,,559133000.0,,5873000.0,93000.0,-88000.0,6000.0,2054000.0,,,54000.0,1.8128571428571425
MXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZA,6982000.0,4437000.0,1985000.0,2737000.0,-2177000.0,565000.0,273000.0,-1885000.0,171000.0,289000.0,,221000.0,,-883000.0,,-972000.0,-765000.0,13443000.0,725000.0,7229000.0,,,2912000.0,18884000.0,12113000.0,6115000.0,,45000.0,,43316000.0,20364000.0,5827000.0,,21613000.0,11000.0,3882000.0,,,,,3201000.0,15417000.0,13168000.0,,,,1682000.0,43398000.0,,,-346000.0,472000.0,-86000.0,90000.0,457000.0,,,-152000.0,8.199253812636165
MZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT,28842000.0,18159000.0,7646000.0,1716000.0,-2231000.0,244000.0,505000.0,-2492000.0,,1189000.0,,-5076000.0,,545000.0,,-202000.0,-183000.0,78508000.0,10619000.0,57388000.0,323000.0,14000.0,29807000.0,13293000.0,21096000.0,,235000.0,5587000.0,,116079000.0,29476000.0,,915000.0,,2566000.0,,22987000.0,,,635000.0,54387000.0,26871000.0,13973000.0,,435000.0,,0.0,,,,-4915000.0,,-7330000.0,7555000.0,8209000.0,,,-92000.0,1.1645079365079365
NEM,30550000.0,27164000.0,805000.0,2393000.0,188000.0,111000.0,1000.0,989000.0,-4384000.0,189000.0,4701000.0,4463000.0,,4463000.0,,3582000.0,3582000.0,57575000.0,28993000.0,4710000.0,,19964000.0,1439000.0,,2334000.0,150000.0,1434000.0,2158000.0,,145589000.0,725000.0,,11434000.0,,7772000.0,,6380000.0,,,4972000.0,31613000.0,33095000.0,,,60000.0,,75067000.0,,,,2445000.0,230000.0,-10105000.0,-87000.0,5684000.0,-12000.0,,852000.0,6.105714285714286
NET,373679000.0,257247000.0,85316000.0,41588000.0,-10472000.0,5604000.0,100000.0,-4968000.0,1730000.0,4935000.0,,12035000.0,,12035000.0,,99096000.0,99096000.0,1857042000.0,390187000.0,1447666000.0,6623000.0,115000.0,64061000.0,642707000.0,6893000.0,170103000.0,526000.0,144965000.0,33660000.0,,2890698000.0,2242617000.0,348088000.0,-60445000.0,1408687000.0,15602000.0,3509000.0,87344000.0,,,31823000.0,269042000.0,229237000.0,271000.0,,,4601000.0,45959000.0,2361982000.0,,77901000.0,74388000.0,-127193000.0,99544000.0,-1567000.0,,,12755000.0,3.4732539682539674
NEU,1371438000.0,1269926000.0,50450000.0,49891000.0,1171000.0,11971000.0,628000.0,12514000.0,2334000.0,3614000.0,-6000.0,8707000.0,,8707000.0,,5912000.0,5706000.0,352871000.0,115109000.0,262361000.0,18854000.0,525000.0,9588000.0,146330000.0,355858000.0,3092000.0,8927000.0,2054000.0,,2572295000.0,664718000.0,,143642000.0,6496000.0,165529000.0,,74183000.0,,,2512000.0,2031313000.0,1817462000.0,,,404000.0,,1154922000.0,,,,16512000.0,5229000.0,-55768000.0,50406000.0,72921000.0,26320000.0,,1260000.0,48.635206349206356
NNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTT,109624000.0,102630000.0,12871000.0,1286000.0,-7163000.0,5112000.0,4889000.0,-6940000.0,510000.0,1006000.0,0.0,479000.0,,479000.0,,384000.0,384000.0,60167000.0,31586000.0,25435000.0,,6582000.0,4097000.0,149869000.0,45090000.0,77000.0,6405000.0,4165000.0,,241612000.0,124899000.0,83100000.0,,44323000.0,,,,,,579000.0,102007000.0,30992000.0,11745000.0,,,5707000.0,12608000.0,272410000.0,,,1429000.0,301000.0,-2467000.0,1992000.0,-1063000.0,,,801000.0,1.6593412698412697
NTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVA,33356000.0,20779000.0,144000.0,715000.0,11718000.0,326000.0,115000.0,11929000.0,296000.0,61000.0,,6899000.0,,3197000.0,,2705000.0,2705000.0,124452000.0,3162000.0,108577000.0,3527000.0,7928000.0,2299000.0,64156000.0,102000.0,18590000.0,25567000.0,37143000.0,11505000.0,,815288000.0,315287000.0,10000000.0,-577000.0,142856000.0,,360167000.0,,,,7191000.0,23319000.0,22816000.0,,,,63756000.0,2011000.0,778921000.0,,25526000.0,492000.0,-15437000.0,9747000.0,-3350000.0,,,987000.0,17.95268253968254
NVT,22017000.0,17139000.0,813000.0,1941000.0,2124000.0,57000.0,64000.0,2117000.0,81000.0,264000.0,,1934000.0,,1119000.0,,915000.0,915000.0,68799000.0,240000.0,78847000.0,,1000.0,1244000.0,35503000.0,13813000.0,,179000.0,568000.0,,89487000.0,75869000.0,5000000.0,,33871000.0,,7053000.0,,,,9633000.0,16006000.0,9645000.0,3173000.0,,,383000.0,,102463000.0,,,4940000.0,1653000.0,321000.0,145000.0,558000.0,,4250000.0,376000.0,29.664221386800335
NWG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBL,37392000.0,35474000.0,424000.0,4300000.0,-2806000.0,4204000.0,418000.0,980000.0,1211000.0,1216000.0,,13856000.0,,13856000.0,,11206000.0,11204000.0,77305000.0,2754000.0,113251000.0,34000.0,3145000.0,166486000.0,92423000.0,64817000.0,7533000.0,22113000.0,,47000.0,52950000.0,7156000.0,0.0,220610000.0,3253000.0,55323000.0,,10464000.0,,,32314000.0,,2618000.0,,,1057000.0,30445000.0,360940000.0,,,,-7005000.0,1755000.0,-15303000.0,2487000.0,-778000.0,-1202000.0,,7280000.0,10.514904761904761
ODL,11550000.0,9016000.0,320000.0,1573000.0,641000.0,843000.0,468000.0,1016000.0,-277000.0,445000.0,,1047000.0,,1047000.0,,989000.0,989000.0,39399000.0,2643000.0,33217000.0,,,3079000.0,33672000.0,15448000.0,10839000.0,,8050000.0,522000.0,,76770000.0,31668000.0,61992000.0,,52441000.0,,11746000.0,,10000.0,,,5826000.0,31624000.0,25665000.0,,,613000.0,1739000.0,63737000.0,,4812000.0,1104000.0,-370000.0,248000.0,-1500000.0,,,-534000.0,0.7696587301587301
OEX,62582000.0,42352000.0,14848000.0,2998000.0,2384000.0,-202000.0,318000.0,1864000.0,99000.0,308000.0,,1655000.0,,1655000.0,,1321000.0,1321000.0,66540000.0,58538000.0,4811000.0,1100000.0,50000.0,31987000.0,19959000.0,52924000.0,,2129000.0,9423000.0,,5472000.0,1265000.0,,34765000.0,,7155000.0,,2039000.0,20000000.0,4149000.0,36412000.0,75977000.0,,,,1008000.0,,144731000.0,,,,5164000.0,853000.0,-188000.0,229000.0,1030000.0,,6310000.0,6112000.0,8.792325396825397
OIL,15111000.0,,,,-37268000.0,311000.0,6979000.0,-14467000.0,2500000.0,45912000.0,,-57879000.0,,-57879000.0,,-23269000.0,-20608000.0,974055000.0,1022413000.0,13685000.0,26138000.0,98473000.0,,8302000.0,8591000.0,64843000.0,129000.0,685000.0,84733000.0,679667000.0,52860000.0,,861511000.0,8771000.0,313563000.0,,,,,306213000.0,,13946000.0,,,18946000.0,1532000.0,0.0,,,,-6288000.0,880000.0,-4054000.0,108000.0,97793000.0,49477000.0,,636000.0,50.28805555555556
OPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPG,346251000.0,,,,126361000.0,-1626000.0,74710000.0,-23487000.0,-33946000.0,103198000.0,,55818000.0,,55818000.0,,-128198000.0,-141379000.0,5722636000.0,201555000.0,1113465000.0,,11401000.0,119724000.0,28862000.0,,140328000.0,36101000.0,1656000.0,2629904000.0,238885000.0,,-38673000.0,153007000.0,,,,42608000.0,252510000.0,499786000.0,32562000.0,,49342000.0,,1623878000.0,,,,,,,76363000.0,181211000.0,315776000.0,,-112314000.0,,,,28.267841269841266
OPL,4185000000.0,,,,651000000.0,34000000.0,184000000.0,501000000.0,15000000.0,150000000.0,5000000.0,389000000.0,,389000000.0,,376000000.0,376000000.0,23553000000.0,6971000000.0,13569000000.0,147000000.0,194000000.0,983000000.0,165000000.0,1687000000.0,118000000.0,2825000000.0,472000000.0,,24446000000.0,10131000000.0,,843000000.0,14000000.0,5959000000.0,788000000.0,1302000000.0,,,757000000.0,5185000000.0,1858000000.0,2156000000.0,,,467000000.0,32332000000.0,,,,1470000000.0,1053000000.0,-545000000.0,539000000.0,696000000.0,,0.0,436000000.0,17.60692857142857
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPN,21442000.0,18337000.0,2236000.0,444000.0,425000.0,12000.0,56000.0,-836000.0,370000.0,71000.0,-24000.0,-1646000.0,,-1646000.0,,-1665000.0,-1665000.0,39066000.0,38951000.0,20536000.0,,6636000.0,71000.0,119824000.0,95616000.0,45537000.0,882000.0,136000.0,,91218000.0,72954000.0,13936000.0,0.0,62860000.0,,11000.0,,,,,4176000.0,6079000.0,8719000.0,,,251000.0,1532000.0,114047000.0,,,-2321000.0,474000.0,-1217000.0,1294000.0,6000.0,,2787000.0,2380000.0,5.736039682539683
ORB,233161000.0,161168000.0,7798000.0,18770000.0,59967000.0,2058000.0,5356000.0,56669000.0,1032000.0,-55000.0,,-22233000.0,,-22233000.0,,52496000.0,52481000.0,2086542000.0,109623000.0,1659082000.0,,18273000.0,18177000.0,9188000.0,153474000.0,188000.0,202460000.0,,24006000.0,2910741000.0,517754000.0,,134007000.0,728000.0,26967000.0,,87656000.0,502319000.0,,183045000.0,80752000.0,116199000.0,,,51686000.0,,2054329000.0,,,,100137000.0,40864000.0,-19254000.0,29398000.0,-15805000.0,,,,36.581523809523816
ORN,205000.0,,,,355000.0,,,,,,,4434000.0,,4434000.0,,1037000.0,1037000.0,,,,,31000.0,9000.0,27770000.0,26730000.0,2707000.0,139000.0,5671000.0,100000.0,,80080000.0,35493000.0,10823000.0,,,13337000.0,,,,,,8722000.0,,,,,,,29348000.0,,144000.0,,,0.0,3763000.0,,0.0,1254000.0,30.381434697855752
OTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT,14268000.0,11150000.0,538000.0,462000.0,2118000.0,217000.0,22000.0,2313000.0,124000.0,31000.0,,2406000.0,,2406000.0,,1980000.0,1980000.0,37490000.0,928000.0,44478000.0,4445000.0,,,59975000.0,26586000.0,32528000.0,,701000.0,,,,10600000.0,,10852000.0,,11411000.0,,6564000.0,,,8623000.0,37305000.0,12325000.0,17415000.0,,,4678000.0,,173859000.0,,-3346000.0,468000.0,-59000.0,59000.0,305000.0,,,2004000.0,
PBF,42404000.0,36196000.0,4279000.0,443000.0,-437000.0,9000.0,1000.0,-429000.0,99000.0,6000.0,-901000.0,-284000.0,,810000.0,,151000.0,153000.0,102905000.0,458000.0,42051000.0,,41415000.0,684000.0,12763000.0,31000.0,2048000.0,2159000.0,1856000.0,89000.0,,24156000.0,20773000.0,29266000.0,,796000.0,1386000.0,729000.0,,,,86000.0,2265000.0,,,,675000.0,301000.0,172910000.0,,,1959000.0,1737000.0,1220000.0,1580000.0,-1217000.0,,,-515000.0,0.24211111111111114
PBG,599446000.0,512712000.0,49000.0,32170000.0,61646000.0,2656000.0,10030000.0,54272000.0,23995000.0,5151000.0,1000.0,-2884000.0,,-2884000.0,1785000.0,-7616000.0,-6090000.0,1590484000.0,468989000.0,492646000.0,43335000.0,22701000.0,661733000.0,78012000.0,2241988000.0,46924000.0,121109000.0,,855883000.0,927504000.0,14295000.0,,1355070000.0,272193000.0,555201000.0,,,,2672000.0,754841000.0,1033492000.0,1867178000.0,,,205170000.0,6435000.0,2193951000.0,,,,-49921000.0,11421000.0,44128000.0,8205000.0,216231000.0,-307000.0,,774000.0,213.68603174603174
PBX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCE,355351000.0,398874000.0,11202000.0,28238000.0,-82963000.0,-38995000.0,,-23118000.0,2456000.0,10898000.0,2051000.0,34938000.0,,5866000.0,,6929000.0,6842000.0,828923000.0,5467000.0,703937000.0,312000.0,21656000.0,72215000.0,704640000.0,234981000.0,196465000.0,182044000.0,,,1253444000.0,675996000.0,750000000.0,,-3253000.0,94384000.0,372866000.0,250000.0,296449000.0,,,127441000.0,575864000.0,,,,20204000.0,,1264238000.0,,,-112301000.0,19264000.0,-5433000.0,9836000.0,37181000.0,0.0,0.0,-567000.0,6.2190079365079365
PCG,3378000.0,3144000.0,261000.0,163000.0,379000.0,58000.0,147000.0,5011000.0,1306000.0,1779000.0,0.0,466000.0,,466000.0,,373000.0,373000.0,7599000.0,42104000.0,1117000.0,,68000.0,9654000.0,363000.0,16086000.0,2680000.0,2000.0,,23131000.0,13014000.0,30689000.0,,34847000.0,,10000.0,44000.0,,,12000.0,16177000.0,,25202000.0,,,,5042000.0,,,,,-1710000.0,111000.0,699000.0,41000.0,2000.0,43638000.0,0.0,5634000.0,0.028753968253968264
PCM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEP,20564000.0,10468000.0,,3833000.0,6263000.0,316000.0,606000.0,5973000.0,395000.0,-1401000.0,23000.0,22392000.0,,22392000.0,,26748000.0,26733000.0,577493000.0,1633000.0,1927405000.0,4614000.0,535000.0,126621000.0,75638000.0,43262000.0,99543000.0,6168000.0,0.0,664986000.0,510883000.0,90887000.0,,,319980000.0,,339501000.0,,,79466000.0,500618000.0,129984000.0,,,14079000.0,4379000.0,612135000.0,,,,,2165000.0,2393000.0,-17445000.0,12170000.0,8923000.0,0.0,15000.0,-22506000.0,26.020928571428573
PEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFL,263719000.0,223533000.0,16582000.0,29877000.0,-6273000.0,3910000.0,5658000.0,-8021000.0,-8158000.0,5669000.0,,-21848000.0,,-21848000.0,,-3133000.0,933000.0,1486722000.0,110047000.0,665988000.0,90139000.0,2219000.0,436600000.0,179119000.0,206506000.0,1094000.0,21262000.0,2840000.0,,625879000.0,16376000.0,,444773000.0,72494000.0,2148403000.0,,,,32353000.0,366767000.0,219387000.0,148286000.0,,,22532000.0,4494000.0,1216870000.0,,,,52765000.0,29299000.0,-9245000.0,21096000.0,-48791000.0,,,4704000.0,9.250166666666667
PGE,5221120000.0,3357335000.0,1368079000.0,105545000.0,1328440000.0,229462000.0,536738000.0,1021164000.0,-118598000.0,531188000.0,107639000.0,1416981000.0,,1416981000.0,1863000.0,1103000000.0,1098000000.0,41239052000.0,153335000.0,39458248000.0,408027000.0,159890000.0,872135000.0,11287521000.0,2630000000.0,3104000000.0,69000000.0,6196000000.0,1495000000.0,16000000.0,60980000000.0,42679000000.0,19165000000.0,,7365921000.0,10371618000.0,,4056270000.0,,,5699489000.0,11026258000.0,1117172000.0,2603921000.0,,,3497886000.0,199000000.0,59184000000.0,,2044913000.0,650698000.0,-1218861000.0,1269441000.0,-514960000.0,,1015000.0,1246270000.0,
PGM,9017000.0,10304000.0,4536000.0,4344000.0,-4549000.0,745000.0,1369000.0,-1439000.0,14000.0,1649000.0,,623000.0,,623000.0,,727000.0,698000.0,25657000.0,14256000.0,4174000.0,,3937000.0,406000.0,306000.0,24647000.0,608000.0,930000.0,1511000.0,,54495000.0,6600000.0,,-81301000.0,-982000.0,3683000.0,,1202000.0,,,947000.0,20142000.0,9277000.0,,,882000.0,157000.0,26342000.0,,,,-3630000.0,432000.0,961000.0,1455000.0,-1006000.0,,,226000.0,1.946746031746032
PGN,3874694000.0,,,,8334000.0,,230366000.0,-222032000.0,92823000.0,12426000.0,,368265000.0,,368265000.0,,344776000.0,344055000.0,27432875000.0,1081535000.0,33042000000.0,,1107000000.0,779000000.0,11385000000.0,2490598000.0,180681000.0,1373292000.0,307655000.0,166000000.0,48926000000.0,31250000000.0,7518000000.0,2614231000.0,8009000.0,5110347000.0,,1196058000.0,,,5610000000.0,6048000000.0,2765000000.0,133000000.0,,,87462000.0,29042755000.0,,,,255605000.0,392945000.0,-883809000.0,928608000.0,125620000.0,,1000000.0,1131000000.0,3.859428571428571
PGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIW,1703000.0,2236000.0,,319000.0,84000.0,191000.0,164000.0,-200000.0,,1000.0,-25000.0,,68000.0,,-714000.0,-714000.0,,9091000.0,9351000.0,150000.0,,20000.0,6000.0,6118000.0,3666000.0,30000.0,4785000.0,79000.0,5000.0,,9826000.0,9775000.0,2952000.0,45000.0,,791000.0,601000.0,45000.0,,,3000.0,3346000.0,3294000.0,2095000.0,,,73000.0,,9837000.0,,-867000.0,180000.0,-36000.0,-1086000.0,24000.0,,,96000.0,10.393492063492063
PJP,27579000.0,20190000.0,1909000.0,5890000.0,-410000.0,214000.0,657000.0,-853000.0,364000.0,,,-1175000.0,,-1175000.0,,-757000.0,-757000.0,59028000.0,43000.0,53600000.0,,76000.0,48581000.0,35495000.0,35165000.0,123000.0,8114000.0,9038000.0,71383000.0,115138000.0,6024000.0,0.0,96115000.0,,,,,,4216000.0,37658000.0,22877000.0,3997000.0,,826000.0,12924000.0,54674000.0,,,,,-1082000.0,813000.0,-6717000.0,1738000.0,2632000.0,,,-5040000.0,15.638515873015871
PKN,16770079000.0,14943825000.0,855249000.0,364808000.0,606197000.0,209898000.0,155188000.0,660907000.0,169017000.0,-411897000.0,92932000.0,117552000.0,,117552000.0,,43492000.0,-5245000.0,30960865000.0,700559000.0,28241841000.0,52616000.0,111389000.0,149992000.0,24532766000.0,14460544000.0,7849147000.0,264121000.0,1958954000.0,,19966000.0,53713792000.0,26755257000.0,1057635000.0,,1369528000.0,1808340000.0,8168917000.0,,6666478000.0,,,1502439000.0,16981278000.0,12601272000.0,3304602000.0,,,819237000.0,256167000.0,50984000000.0,1921227000.0,656349000.0,-1708335000.0,1802339000.0,-903965000.0,,,-680164000.0,27.621547619047618
PKP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLX,19555000.0,13488000.0,926000.0,1943000.0,3198000.0,45000.0,84000.0,3159000.0,-91000.0,,,-2757000.0,,2467000.0,,4207000.0,4206000.0,66771000.0,1038000.0,102215000.0,18000.0,57000.0,1312000.0,7496000.0,14420000.0,,3510000.0,220000.0,,157571000.0,73286000.0,41941000.0,13055000.0,0.0,11822000.0,,13646000.0,,,6693000.0,50962000.0,29069000.0,30551000.0,,,46000.0,77408000.0,,,,-657000.0,1127000.0,-1409000.0,3402000.0,-3900000.0,0.0,,-2252000.0,16.414396825396828
PLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMA,11398000.0,5676000.0,4930000.0,762000.0,30000.0,23000.0,24000.0,29000.0,45000.0,-353000.0,,-631000.0,,-631000.0,,-626000.0,-626000.0,9034000.0,75000.0,7062000.0,,,1872000.0,15648000.0,11459000.0,0.0,2657000.0,803000.0,,29296000.0,4040000.0,1600000.0,,7143000.0,,,14000.0,,,98000.0,18728000.0,9160000.0,6501000.0,,,3617000.0,15000.0,20714000.0,,,1140000.0,360000.0,-1180000.0,402000.0,-258000.0,,,909000.0,2.9919523809523807
PMG,8740000.0,10395000.0,,152000.0,-119000.0,0.0,2000.0,-52000.0,170000.0,,2399000.0,,1568000.0,,-689000.0,-689000.0,,848000.0,,101000.0,28000.0,210000.0,32444000.0,,215000.0,297000.0,1356000.0,,33078000.0,26276000.0,12153000.0,-22031000.0,4000.0,9000.0,,,,,11000.0,28931000.0,481000.0,,,1312000.0,,31397000.0,,,,,-603000.0,,7976000.0,,,,,18000.0,1.961746031746032
