,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow,QuoteCurrent,ShareAmountCurrent,WKCurrent,CWKCurrent,WKGrahamCurrent,CWKGrahamCurrent,PCurrent,CPCurrent,ZCurrent,CZCurrent,ZOCurrent,CZOCurrent,EVCurrent,EVPCurrent,EVEBITCurrent,EVEBITDACurrent,DTAR,CG,LDER,PZAT,PELDR,TSF,ZKO,OSF,NetDebt,NetDebtEBITDA,DebtFin,DebtFinEBITDA,SP1,SP2,CAR,QR,CR,PP,RCLR,KP,PKKO,RN,CRN,CPZ,RZ,CRZ,RMO,RMT,RM,COP,CSP,Price
GKI,20823000.0,17101000.0,,4648000.0,-926000.0,217000.0,674000.0,-1383000.0,223000.0,-325000.0,100000.0,-5874000.0,,-5874000.0,,-4365000.0,-4370000.0,85480000.0,4344000.0,199658000.0,1406000.0,140000.0,31387000.0,5948000.0,19430000.0,78000.0,2901000.0,1003000.0,1200000.0,27645000.0,10423000.0,,39354000.0,5000.0,64526000.0,,62218000.0,,4381000.0,20174000.0,10058000.0,13650000.0,,,1692000.0,1833000.0,279485000.0,,,,-134000.0,2680000.0,414000.0,273000.0,2679000.0,0.0,,2047000.0,3280.0,41690496000.0,2240.0,1470.0,-150.0,66410.0,1530.0,2150.0,0.0,731260.0,50.0,61380.0,3740.0,2450.0,70010.0,70010.0,430.0,760.0,280.0,3450.0,1200.0,730.0,1100.0,1030.0,55380000000.0,24860.0,19243000000.0,8640.0,940.0,1200.0,320.0,1230.0,1440.0,340.0,890.0,120.0,380.0,1550.0,236000.0,225000.0,7360.0,50000.0,960.0,680.0,400.0,286000.0,61000.0,2.470912698412698
GLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOB,375134000.0,331412000.0,28078000.0,15093000.0,551000.0,11371000.0,261916000.0,-249994000.0,-1320000.0,10957000.0,2138000.0,8244000.0,,9764000.0,-10000.0,2758000.0,2775000.0,535442000.0,100658000.0,404345000.0,1462000.0,332000.0,27134000.0,266314000.0,73069000.0,155939000.0,1170000.0,13999000.0,18128000.0,5460000.0,687682000.0,364074000.0,278002000.0,-38972000.0,106029000.0,907000.0,79430000.0,,179106000.0,,13278000.0,176985000.0,173236000.0,191885000.0,104263000.0,,1224000.0,4538000.0,820029000.0,1064369000.0,42754000.0,12793000.0,-9090000.0,11767000.0,-23310000.0,0.0,266000.0,-2641000.0,8700.0,22642259000.0,10010.0,870.0,-13580.0,,69630.0,130.0,-14610.0,3090.0,-10140.0,1370.0,23390.0,340.0,-2310.0,-2790.0,700.0,2300.0,530.0,3380.0,660.0,460.0,2440.0,1030.0,494096000000.0,-2600.0,332678000000.0,-1750.0,420.0,650.0,70.0,350.0,530.0,70.0,240.0,-250.0,-140.0,9400.0,39000.0,118000.0,14990.0,24000.0,5300.0,2350.0,1630.0,63000.0,-55000.0,1.4001103896103897
GPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPW,51558000.0,,,,15332000.0,1613000.0,533000.0,16412000.0,8080000.0,113000.0,,24379000.0,,24379000.0,,19526000.0,19608000.0,390006000.0,36102000.0,124347000.0,,223872000.0,5685000.0,665545000.0,425000.0,25234000.0,155719000.0,131755000.0,,,1015404000.0,517835000.0,63865000.0,,-1459000.0,7574000.0,250213000.0,,245448000.0,,,15136000.0,63999000.0,10017000.0,154000.0,123002000.0,62000.0,48667000.0,15641000.0,1108267000.0,20486000.0,,25781000.0,5284000.0,0.0,,0.0,-113505000.0,43800.0,41972000000.0,12410.0,3530.0,3140.0,13950.0,4750.0,9220.0,2400.0,18240.0,1890.0,23120.0,32270.0,6790.0,17030.0,17030.0,510.0,1020.0,10.0,40400.0,1340.0,500.0,800.0,1070.0,-106143000000.0,-1330.0,-484098000000.0,-6090.0,1340.0,1340.0,910.0,1250.0,1250.0,1210.0,50.0,130.0,,7910.0,46000.0,971000.0,,,300.0,510.0,190.0,,,
GRI,46366000.0,23798000.0,15627000.0,4254000.0,1945000.0,3683000.0,3021000.0,2607000.0,3147000.0,960000.0,0.0,597000.0,,597000.0,,-3700000.0,-3700000.0,73643000.0,33318000.0,37755000.0,767000.0,356000.0,108871000.0,41890000.0,11570000.0,0.0,2242000.0,2675000.0,83733000.0,70555000.0,13620000.0,,44473000.0,,30417000.0,,14977000.0,,6687000.0,8138000.0,118460000.0,29370000.0,51617000.0,,8897000.0,9000.0,0.0,,,,5072000.0,1544000.0,-6892000.0,1937000.0,4452000.0,26239000.0,,590000.0,550.0,13620286000.0,3970.0,140.0,-1600.0,4390.0,13030.0,40.0,-1850.0,1090.0,-1510.0,3320.0,3780.0,290.0,-2510.0,-3620.0,610.0,1580.0,510.0,1320.0,1070.0,580.0,1340.0,960.0,72850000000.0,-5120.0,43992000000.0,-3090.0,710.0,1070.0,130.0,390.0,1100.0,220.0,160.0,40.0,60.0,9940.0,37000.0,155000.0,1860.0,197000.0,2240.0,2270.0,1130.0,234000.0,79000.0,2.4320779220779216
GRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRT,1005000.0,,,,-627000.0,-305000.0,-459000.0,-964000.0,404000.0,124000.0,3206000.0,4288000.0,,4288000.0,,3397000.0,2387000.0,2460000.0,6000.0,10288000.0,1000.0,,962000.0,34224000.0,,3880000.0,2000.0,39000.0,9000.0,4300000.0,4410000.0,-75000.0,1650000.0,21120000.0,4573000.0,304000.0,,,,,12113000.0,15785000.0,,,,,1311000.0,0.0,336000.0,,-2530000.0,75000.0,-541000.0,652000.0,212000.0,7334000.0,,-530000.0,1350.0,1031250000.0,23660.0,60.0,17670.0,80.0,1240.0,1090.0,4220.0,320.0,-1630.0,440.0,-1320.0,-1070.0,810.0,990.0,100.0,110.0,10.0,9430.0,8970.0,980.0,130.0,500.0,-13452000000.0,9750.0,-2758000000.0,2000.0,3950.0,3950.0,1050.0,7940.0,7940.0,6130.0,1790.0,670.0,-59940.0,330.0,1123000.0,414000.0,,,60.0,300.0,50.0,,,0.5370216450216451
GRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTC,164374000.0,57895000.0,8673000.0,25458000.0,72348000.0,-506469000.0,2286000.0,125929000.0,6319000.0,93782000.0,-6371000.0,-87651000.0,,-87651000.0,,-109553000.0,-95252000.0,8357353000.0,10927000.0,5123851000.0,39766000.0,18299000.0,2573693000.0,778822000.0,38963000.0,121432000.0,663606000.0,0.0,10674685000.0,4154863000.0,31937000.0,,2227883000.0,7800000.0,5142611000.0,1302480000.0,4474976000.0,,367896000.0,747015000.0,203446000.0,656037000.0,,,94763000.0,,7972875000.0,,,,-7266000.0,306000.0,-192018000.0,161352000.0,42486000.0,0.0,,-95980000.0,7700.0,219372990000.0,18060.0,430.0,-21020.0,,3080.0,2500.0,-2400.0,5560.0,-2240.0,4380.0,29910.0,9700.0,-13380.0,-13430.0,610.0,1670.0,1470.0,1420.0,1120.0,910.0,3290.0,1490.0,5705992000000.0,-11680.0,4872893000000.0,-9970.0,450.0,1120.0,1010.0,1400.0,2550.0,1160.0,230.0,110.0,3990.0,3450.0,106000.0,487000.0,260.0,1400000.0,300.0,70.0,60.0,1506000.0,1019000.0,24.74175108225108
HDR,11992000.0,10266000.0,366000.0,2845000.0,-1485000.0,396000.0,-147000.0,-942000.0,-138000.0,-493000.0,,-587000.0,,-587000.0,,1272000.0,1216000.0,36758000.0,72000.0,60504000.0,,2000.0,39374000.0,27093000.0,16032000.0,,5120000.0,1650000.0,7514000.0,44732000.0,4797000.0,4797000.0,60934000.0,1149000.0,19738000.0,,2681000.0,,1462000.0,15653000.0,7366000.0,5386000.0,,,1294000.0,938000.0,116083000.0,,,,1461000.0,808000.0,160000.0,-136000.0,-4445000.0,,0.0,-2067000.0,36200.0,2398300000.0,27390.0,1320.0,12370.0,2930.0,26850.0,1350.0,1820.0,19900.0,1810.0,20000.0,32400.0,1210.0,17900.0,10000.0,190.0,240.0,50.0,10370.0,1850.0,840.0,340.0,600.0,2976000000.0,380.0,-9124000000.0,-1170.0,1750.0,1850.0,1050.0,1610.0,3780.0,1050.0,540.0,400.0,730.0,7080.0,52000.0,81000.0,1850.0,198000.0,1380.0,1580.0,740.0,250000.0,169000.0,33.073178210678215
HEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRP,44687000.0,37537000.0,-1002000.0,3388000.0,4764000.0,486000.0,-116000.0,5366000.0,1959000.0,2714000.0,,6812000.0,,6812000.0,,5008000.0,5008000.0,109728000.0,470000.0,70730000.0,,,95000.0,74649000.0,23069000.0,27340000.0,,13431000.0,1600000.0,,235268000.0,78771000.0,1546000.0,,73644000.0,,,104975000.0,,,105000.0,67071000.0,54858000.0,22139000.0,,,79000.0,,235268000.0,,4383000.0,1306000.0,-745000.0,1276000.0,893000.0,,0.0,1743000.0,190.0,51170000000.0,420.0,450.0,-1720.0,,3390.0,60.0,360.0,530.0,520.0,370.0,2590.0,760.0,5000.0,4170.0,880.0,7300.0,4900.0,520.0,1230.0,710.0,2260.0,450.0,152950000000.0,4820.0,122753000000.0,3870.0,200.0,1160.0,100.0,850.0,1350.0,100.0,890.0,100.0,170.0,3750.0,97000.0,109000.0,6210.0,59000.0,2480.0,1580.0,970.0,156000.0,47000.0,
HRS,15957000.0,5137000.0,24000.0,849000.0,-859000.0,446000.0,135000.0,2395000.0,13000.0,1102000.0,,200000.0,,200000.0,6000.0,4566000.0,3974000.0,289855000.0,13975000.0,251429000.0,,24000.0,877000.0,63720000.0,1971000.0,33316000.0,32000.0,725000.0,,342390000.0,183186000.0,86824000.0,-549000.0,59859000.0,1851000.0,115623000.0,,9127000.0,,70865000.0,3039000.0,7330000.0,48629000.0,16789000.0,,78000.0,1564000.0,0.0,,,-7878000.0,1916000.0,-1216000.0,1560000.0,9027000.0,0.0,,235000.0,2470.0,9810311000.0,3060.0,810.0,-14770.0,2320.0,7430.0,330.0,280.0,8860.0,1390.0,1780.0,14070.0,1890.0,10130.0,6220.0,850.0,5740.0,3920.0,1350.0,850.0,730.0,6330.0,1080.0,171318000000.0,7720.0,113781000000.0,5130.0,170.0,840.0,0.0,200.0,500.0,10.0,200.0,-140.0,3210.0,4690.0,78000.0,271000.0,580.0,627000.0,2260.0,440.0,370.0,710000.0,493000.0,2.0834040404040404
HUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP,9700000.0,9298000.0,,135000.0,401000.0,1625000.0,268000.0,1758000.0,168000.0,195000.0,-1000.0,-319000.0,,-319000.0,,-372000.0,-372000.0,218259000.0,67522000.0,1317000.0,1393000.0,5302000.0,10145000.0,44000.0,12082000.0,174000.0,2742000.0,2080000.0,,307483000.0,-587000.0,32669000.0,36992000.0,42627000.0,10196000.0,7308000.0,1000.0,,,87000.0,162420000.0,122625000.0,89217000.0,,2175000.0,1450000.0,92381000.0,,,,-6875000.0,1421000.0,5336000.0,-11719000.0,-1944000.0,0.0,0.0,207000.0,280.0,12307000000.0,4050.0,70.0,-2060.0,160.0,3270.0,90.0,-200.0,2480.0,0.0,630.0,260.0,80.0,-119440.0,540.0,390.0,650.0,220.0,4180.0,800.0,730.0,4630.0,3020.0,31969000000.0,5320.0,-221000000.0,-40.0,650.0,800.0,10.0,320.0,330.0,20.0,300.0,-170.0,-500.0,3820.0,95000.0,166000.0,77730.0,5000.0,3050.0,530.0,450.0,100000.0,-66000.0,6.738088744588744
I2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAG,10297000.0,6084000.0,,3331000.0,1835000.0,546000.0,944000.0,1695000.0,1206000.0,2406000.0,13405000.0,481000.0,,481000.0,52747000.0,3691000.0,3691000.0,1803000.0,1814000.0,1813000.0,,3211000.0,2392000.0,82664000.0,11709000.0,84083000.0,11002000.0,427000.0,812000.0,17000000.0,8835000.0,700000.0,,26739000.0,1851000.0,34196000.0,,85000.0,,,527000.0,2939000.0,2110000.0,,,3059000.0,410000.0,55076000.0,,,1595000.0,120000.0,-1102000.0,147000.0,2984000.0,,,-9283000.0,1320.0,5000000000.0,1570.0,840.0,1500.0,880.0,6020.0,220.0,70.0,18590.0,250.0,5350.0,630.0,110.0,2570.0,2170.0,450.0,980.0,20.0,2560.0,4470.0,470.0,510.0,2210.0,2183000000.0,1490.0,-3431000000.0,-2350.0,4370.0,4470.0,640.0,2020.0,2020.0,730.0,1280.0,450.0,350.0,4240.0,86000.0,63000.0,1392750.0,0.0,2520.0,24490.0,2290.0,78000.0,36000.0,1.8071392496392498
IBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDE,35821000.0,106881000.0,3733000.0,1498000.0,-4831000.0,3323000.0,32255000.0,-13957000.0,31502000.0,20110000.0,1470000.0,-156000.0,1470000.0,-156000.0,212000.0,212000.0,-156000.0,67046000.0,537000.0,23130000.0,29000.0,2000.0,31950000.0,1662000.0,31497000.0,1000.0,1000.0,,54423000.0,19303000.0,305000000.0,-6844000.0,2032000.0,-217000.0,31000.0,,,,8000.0,161419000.0,,3752000.0,,,47000.0,56250000.0,16524000.0,,,,23133000.0,573000.0,11505000.0,894000.0,-2475000.0,0.0,,3125000.0,10.0,229901684000.0,410.0,20.0,130.0,70.0,430.0,20.0,-160.0,3380.0,-120.0,100.0,60.0,130.0,-480.0,-500.0,270.0,380.0,70.0,6550.0,1870.0,770.0,540.0,790.0,11553000000.0,-450.0,10516000000.0,-410.0,1460.0,1560.0,30.0,1490.0,2260.0,820.0,1360.0,280.0,390.0,3220.0,113000.0,85000.0,106630.0,3000.0,2460.0,2720.0,1290.0,116000.0,31000.0,0.6101082251082252
IDG,428000.0,302000.0,,264000.0,-85000.0,661000.0,3000.0,848000.0,10000.0,411000.0,-7892000.0,-11929000.0,,-11929000.0,,-17130000.0,-15672000.0,18499000.0,11000.0,322000.0,4000.0,4603000.0,2113000.0,49186000.0,,3571000.0,1549000.0,200000.0,6434000.0,,139897000.0,25764000.0,3190000.0,-15000.0,77201000.0,1529000.0,23294000.0,,,,3660000.0,1676000.0,1529000.0,,,,1903000.0,11839000.0,128382000.0,,-505000.0,23000.0,-1919000.0,-2095000.0,1072000.0,-6503000.0,,1042000.0,250.0,3493614000.0,5970.0,40.0,680.0,370.0,500.0,500.0,130.0,1940.0,-100.0,,220.0,440.0,-2140.0,-2750.0,40.0,40.0,0.0,8860.0,1130.0,960.0,270.0,300.0,764000000.0,-2760.0,-113000000.0,410.0,1130.0,1130.0,140.0,3230.0,3970.0,140.0,2880.0,110.0,1750.0,1090.0,335000.0,272000.0,3530.0,103000.0,740.0,90.0,80.0,438000.0,166000.0,1.041031746031746
IDM,45076000.0,,,,19709000.0,3436000.0,6470000.0,16675000.0,9975000.0,6180000.0,-20759000.0,18578000.0,,18578000.0,,-144377000.0,-142851000.0,558050000.0,32963000.0,10148000.0,8000.0,2434000.0,918312000.0,3328000.0,42335000.0,6335000.0,2435000.0,16000.0,947199000.0,10219000.0,63483000.0,-6902000.0,171509000.0,20057000.0,4021000.0,97719000.0,,,1368000.0,89918000.0,4097000.0,55446000.0,,1095000.0,1765000.0,954028000.0,13028000.0,,,,-62350000.0,1051000.0,1397000.0,378000.0,49516000.0,-130000.0,0.0,131000.0,760.0,436353712000.0,1510.0,500.0,600.0,1280.0,320.0,2400.0,90.0,8400.0,90.0,8590.0,1180.0,3730.0,13350.0,12010.0,350.0,550.0,60.0,410.0,1740.0,680.0,580.0,960.0,-182105000000.0,-4240.0,183660000000.0,4280.0,1640.0,1740.0,230.0,1920.0,1930.0,1690.0,230.0,290.0,-69940.0,2009.0,182000.0,781000.0,,,240.0,340.0,140.0,,,2.665520923520923
IDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFC,11218000.0,8345000.0,2303000.0,605000.0,-738000.0,92000.0,464000.0,4452000.0,29000.0,-7000.0,-91656000.0,85000.0,,215000.0,,218000.0,218000.0,16750000.0,3715000.0,11701000.0,56000.0,9365000.0,16000.0,17939000.0,1593000.0,277000.0,1136000.0,509000.0,3000.0,23786000.0,11817000.0,15016000.0,8768000.0,489000.0,33534000.0,3541000.0,2380000.0,,,,852000.0,52000.0,3000.0,,,,48000.0,41000.0,22597000.0,,278000.0,460000.0,-190000.0,26000.0,-4468000.0,0.0,,6787000.0,610.0,107256943000.0,100.0,6350.0,-60.0,,460.0,1340.0,-20.0,273940.0,-20.0,86380.0,610.0,1330.0,-25680.0,-94080.0,530.0,1110.0,340.0,3630.0,850.0,630.0,2290.0,1410.0,11129000000.0,-16079.0,-323000000.0,470.0,610.0,820.0,40.0,350.0,630.0,40.0,340.0,-140.0,-80.0,15160.0,24000.0,63000.0,17830.0,20000.0,7950.0,2850.0,2100.0,44000.0,-19000.0,1.2506588693957112
IFI,1661000.0,1536000.0,135000.0,344000.0,-354000.0,10000.0,32000.0,-157000.0,38000.0,10000.0,,33000.0,,33000.0,,29000.0,29000.0,464000.0,61000.0,305000.0,50000.0,,48000.0,4503000.0,59000.0,694000.0,2638000.0,1553000.0,68000.0,,6328000.0,4713000.0,640000.0,-964000.0,4740000.0,,24000.0,,56948000.0,,,89000.0,2758000.0,1905000.0,,,,431000.0,3161000.0,10306000.0,-77000.0,49000.0,-68000.0,35000.0,356000.0,0.0,,169000.0,2350.0,6400000000.0,610.0,3860.0,540.0,4380.0,1210.0,1940.0,-390.0,88470.0,-420.0,14550.0,1720.0,1420.0,-4140.0,-4450.0,240.0,310.0,0.0,23460.0,8420.0,760.0,260.0,2210.0,-2810000000.0,1140.0,-4033000000.0,1630.0,8390.0,8420.0,3330.0,3850.0,3850.0,3330.0,390.0,670.0,500.0,5960.0,61000.0,53000.0,1003570.0,0.0,1320.0,15590.0,1220.0,48000.0,2000.0,1.721031746031746
IFR,16306000.0,8344000.0,2837000.0,919000.0,725000.0,283000.0,247000.0,362000.0,48000.0,-78000.0,-222000.0,1843000.0,,-27514000.0,,-27506000.0,-27506000.0,40114000.0,54000.0,38861000.0,394000.0,81000.0,11000.0,88000.0,9450000.0,269000.0,7786000.0,582000.0,5000.0,,10677000.0,10236000.0,13514000.0,4920000.0,22429000.0,1707000.0,941000.0,,,,1052000.0,10949000.0,10576000.0,,,,30000.0,0.0,7693000.0,,1199000.0,771000.0,-993000.0,127000.0,738000.0,,,449000.0,380.0,27487778000.0,1600.0,240.0,140.0,2680.0,1970.0,190.0,-70.0,10270.0,-80.0,62550.0,370.0,190.0,-4750.0,10830.0,130.0,150.0,20.0,48890.0,1130.0,880.0,640.0,700.0,6492000000.0,6930.0,-299000000.0,-320.0,1100.0,1120.0,50.0,940.0,1790.0,50.0,950.0,90.0,110.0,9240.0,39000.0,53000.0,7730.0,47000.0,4250.0,1350.0,1020.0,86000.0,33000.0,3.0438789682539684
IIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INC,-495000.0,911000.0,132000.0,689000.0,-329000.0,5072000.0,233000.0,16102000.0,259000.0,3000.0,0.0,-1454000.0,,-3721000.0,0.0,-2355000.0,-2405000.0,11275000.0,3000.0,494000.0,46000.0,396000.0,2017000.0,21207000.0,385000.0,3686000.0,3600000.0,28000.0,,35958000.0,28270000.0,16686000.0,-932000.0,10707000.0,7193000.0,1480000.0,,,1173000.0,3482000.0,2563000.0,203000.0,78000.0,,,3251000.0,42000.0,32128000.0,,,1130000.0,319000.0,642000.0,47000.0,124000.0,3882000.0,,2870000.0,1100.0,8218099000.0,5000.0,220.0,3670.0,300.0,150.0,7300.0,1030.0,1070.0,1470.0,750.0,880.0,5830.0,600.0,600.0,70.0,80.0,70.0,270.0,3890.0,980.0,90.0,340.0,-29038000000.0,-2400.0,-1814000000.0,-150.0,3650.0,3880.0,4980.0,72710.0,72820.0,70380.0,2370.0,740.0,25620.0,560.0,646000.0,2349000.0,550.0,666000.0,50.0,50.0,20.0,1312000.0,-1037000.0,1.4630028860028859
IND,197233000.0,162703000.0,23185000.0,8603000.0,2742000.0,2190000.0,1272000.0,3660000.0,-10252000.0,1788000.0,25000.0,-1255000.0,,-1255000.0,,-1229000.0,-1222000.0,227217000.0,3117000.0,220853000.0,518000.0,3198000.0,161193000.0,90598000.0,163491000.0,2027000.0,2346000.0,3179000.0,389247000.0,156924000.0,15623000.0,,126106000.0,100124000.0,76816000.0,104570000.0,,,24985000.0,150295000.0,60227000.0,151268000.0,,21741000.0,2651000.0,459480000.0,,,,,6529000.0,4631000.0,-6215000.0,6583000.0,-8906000.0,50000.0,1500000.0,-398000.0,67500.0,3124500000.0,50350.0,1340.0,-21390.0,,250530.0,270.0,3980.0,16950.0,7820.0,8630.0,101370.0,400.0,12960.0,7430.0,590.0,1440.0,550.0,2380.0,1100.0,630.0,1420.0,990.0,217605000000.0,5100.0,105833000000.0,2480.0,700.0,1090.0,70.0,720.0,1140.0,70.0,680.0,50.0,30.0,8029.0,45000.0,70000.0,11840.0,31000.0,4590.0,3690.0,2050.0,76000.0,6000.0,57.71579365079364
INF,8262000.0,8670000.0,292000.0,873000.0,-1573000.0,295000.0,501000.0,1086000.0,-596000.0,215000.0,150000.0,62000.0,,62000.0,,69000.0,69000.0,110598000.0,818000.0,103527000.0,1024000.0,22980000.0,34503000.0,355000.0,4369000.0,263000.0,4494000.0,,,59451000.0,72821000.0,72821000.0,3873000.0,,15730000.0,73000.0,7775000.0,,,3195000.0,2732000.0,4226000.0,,,404000.0,,133094000.0,,,,1611000.0,1147000.0,-4044000.0,4044000.0,407000.0,-52000.0,,-34651000.0,3780.0,14564200000.0,6870.0,550.0,-800.0,2660.0,2960.0,1280.0,110.0,32930.0,160.0,23360.0,4270.0,1440.0,26370.0,8870.0,140.0,160.0,80.0,11260.0,970.0,930.0,3820.0,3420.0,15325000000.0,2190.0,7113000000.0,1010.0,900.0,970.0,70.0,500.0,540.0,70.0,430.0,-30.0,-120.0,12940.0,28000.0,65000.0,112920.0,3000.0,10380.0,390.0,370.0,31000.0,-34000.0,5.328801742919391
INK,84886000.0,72953000.0,452000.0,3943000.0,7538000.0,2446000.0,1230000.0,8754000.0,2111000.0,2152000.0,,2696000.0,0.0,3120000.0,,2561000.0,2468000.0,68743000.0,4864000.0,92599000.0,,476000.0,76899000.0,115418000.0,73972000.0,43293000.0,54994000.0,15316000.0,116241000.0,107133000.0,7285000.0,10080000.0,199046000.0,6218000.0,162000.0,7964000.0,,,7618000.0,125205000.0,81410000.0,10570000.0,,6548000.0,2665000.0,0.0,,,,,22077000.0,614000.0,-21186000.0,1305000.0,-14291000.0,,2657000.0,-5233000.0,13650.0,7285500000.0,16830.0,810.0,10220.0,1340.0,43450.0,310.0,3210.0,4260.0,4590.0,2970.0,10880.0,250.0,2370.0,2230.0,420.0,760.0,140.0,2490.0,2770.0,640.0,560.0,1320.0,52000000000.0,1460.0,-20192000000.0,-570.0,2370.0,2710.0,270.0,1090.0,2220.0,540.0,580.0,420.0,350.0,6050.0,60000.0,106000.0,2580.0,141000.0,1770.0,6700.0,1400.0,201000.0,95000.0,16.523180375180377
INL,44057000.0,33662000.0,3743000.0,4435000.0,2217000.0,4330000.0,3346000.0,3201000.0,-235000.0,374000.0,31000.0,1257000.0,,1257000.0,,4524000.0,4683000.0,73420000.0,7807000.0,67198000.0,122000.0,1390000.0,19652000.0,12882000.0,47011000.0,3630000.0,17800000.0,,,259440000.0,145823000.0,5328000.0,,112212000.0,3468000.0,68368000.0,2166000.0,48623000.0,,5676000.0,85015000.0,70502000.0,48624000.0,,,10763000.0,8211000.0,271674000.0,,,5228000.0,1144000.0,-5065000.0,5435000.0,-5106000.0,0.0,0.0,801000.0,3750.0,26638800000.0,4010.0,930.0,1840.0,2040.0,6240.0,600.0,370.0,10180.0,430.0,8770.0,3000.0,480.0,7000.0,5010.0,320.0,480.0,60.0,7490.0,1840.0,700.0,510.0,890.0,11682000000.0,730.0,-20097000000.0,-1260.0,1730.0,1840.0,820.0,1980.0,2240.0,890.0,1090.0,340.0,450.0,3880.0,94000.0,71000.0,10430.0,35000.0,1710.0,2980.0,1090.0,129000.0,58000.0,5.734253968253969
