,2007/Q4,2008/Q4,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CRN_qq,,,,,5.68,2.15,1.05,-7.29,-4.49,3.53,1.14,-7.87,4.88,1.16,,2.30,1.12,-1.11,,,-1.12,,-1.14,85.06,-40.99,5.26,3.00,-36.89,38.46,-3.33,-1.15,1.16,-1.15,,-3.49
CRN_sq,,,,,,,12.50,-12.50,3.17,-1.54,7.81,-2.90,-2.99,3.08,,-3.65,-2.27,-8.53,,,8.62,,3.12,3.03,-0.74,-2.22,1.52,-5.22,10.24,-6.43,-0.76,-3.08,2.38,,-1.56
CPZ,110000,115000,96000,94000,95000,90000,94000,87000,100000,119000,126000,116000,121000,119000,120000,121000,124000,123000,122000,121000,119000,120000,121000,230000,141000,149000,146000,90000,128000,124000,132000,137000,131000,129000,126000
CPZ_yy,,4.55,-16.52,,-1.04,,,-7.45,5.26,32.22,34.04,33.33,21.00,,-4.76,4.31,2.48,3.36,1.67,,-4.03,-2.44,-0.82,90.08,18.49,24.17,20.66,-60.87,-9.22,-16.78,-9.59,52.22,2.34,4.03,-4.55
CPZ_sy,,7.52,-2.47,,-19.83,,,4.35,14.74,7.62,-8.93,14.58,-3.21,,8.33,-3.64,-0.47,,-0.45,,1.90,-2.61,-0.91,-10.62,-12.15,-16.52,-5.96,-1.49,17.02,13.90,-2.44,-1.51,-9.55,1.41,10.00
CPZ_qq,,,,,1.06,-5.26,4.44,-7.45,14.94,19.00,5.88,-7.94,4.31,-1.65,0.84,0.83,2.48,-0.81,-0.81,-0.82,-1.65,0.84,0.83,90.08,-38.70,5.67,-2.01,-38.36,42.22,-3.12,6.45,3.79,-4.38,-1.53,-2.33
CPZ_sq,,,,,3.26,10.53,6.67,-14.29,13.54,3.67,-9.73,7.84,-4.09,9.00,-3.91,-4.07,-0.94,9.52,-4.35,2.73,-5.31,4.67,-2.68,-7.34,-6.93,-0.53,9.63,-2.93,10.55,-3.18,-6.10,-2.00,1.53,8.54,1.85
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-13.02,7.50,,-16.98,,,-10.62,-15.26,-21.94,-23.63,-25.39,-13.18,3.16,6.39,,-3.43,-4.75,0.58,-2.26,-4.03,-14.61,-17.97,-60.41,-30.82,-24.32,-15.12,209.52,42.56,63.96,37.41,-26.23,-4.73,-19.27,-11.26
RZ_sy,,-27.85,-6.48,,21.45,,,-42.13,-19.39,-11.95,-6.38,4.41,13.20,5.86,22.19,,-7.07,5.14,-1.33,17.70,37.39,46.48,33.56,-26.00,-12.80,-6.81,-1.07,63.32,18.40,9.04,10.25,-1.06,-1.89,3.73,-7.76
RZ_qq,,,,,-7.78,-6.55,-5.48,9.73,-12.56,-13.92,-7.52,7.19,1.75,2.27,-4.62,0.75,-1.73,0.87,0.71,-2.09,-3.51,-10.26,-3.24,-52.75,68.60,-1.82,8.52,72.31,-22.35,12.92,-9.05,-7.49,0.29,-4.32,-0.03
RZ_sq,,,,,-22.36,-12.26,-7.80,-7.87,8.15,-4.16,-1.97,2.76,17.26,-10.38,13.15,-3.75,-4.79,1.40,6.19,14.82,11.13,8.11,-3.18,-36.39,30.96,15.54,2.79,5.02,-5.07,6.41,3.93,-5.76,-5.87,12.51,-7.59
CRZ,19000,21000,20000,22000,24000,26000,27000,25000,28000,33000,35000,33000,32000,32000,33000,33000,34000,33000,33000,34000,35000,39000,40000,85000,51000,52000,48000,28000,36000,31000,35000,37000,37000,39000,39000
CRZ_yy,,10.53,-4.76,,20.00,,,13.64,16.67,26.92,29.63,32.00,14.29,-3.03,-5.71,,6.25,3.12,,3.03,2.94,18.18,21.21,150.00,45.71,33.33,20.00,-67.06,-29.41,-40.38,-27.08,32.14,2.78,25.81,11.43
CRZ_sy,,39.05,6.16,,-17.42,,,67.96,23.44,14.38,6.92,-4.05,-11.39,-5.99,-17.06,,7.14,-5.73,,-15.28,-26.67,-31.08,-25.71,36.07,14.55,7.84,3.85,-38.55,-15.87,-9.09,-11.11,,2.83,-3.00,9.38
CRZ_qq,,,,,9.09,8.33,3.85,-7.41,12.00,17.86,6.06,-5.71,-3.03,,3.12,,3.03,-2.94,,3.03,2.94,11.43,2.56,112.50,-40.00,1.96,-7.69,-41.67,28.57,-13.89,12.90,5.71,,5.41,
CRZ_sq,,,,,24.27,14.06,8.90,8.81,-8.67,5.70,1.80,-2.35,-15.66,,-10.19,,4.17,-1.33,,-12.86,-9.84,-7.27,1.96,59.62,-24.10,-12.70,-1.82,-5.56,3.92,-5.66,-4.00,6.25,,-11.01,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-14.51,17.13,,-18.72,,,-27.85,11.37,32.46,32.54,32.11,5.56,1.77,0.96,-7.86,-5.09,-4.62,-2.04,-0.78,1.83,-1.42,-2.41,-48.08,-16.01,-18.12,-18.22,147.80,12.02,24.33,23.62,-25.99,-0.02,-7.24,-5.41
RMO_sy,,11.08,-8.92,,14.96,,,-23.33,-10.41,3.26,8.14,-0.56,10.71,-1.66,-2.95,10.42,0.54,10.70,5.86,2.19,-5.92,-2.83,-2.77,-8.56,-0.51,-5.11,-0.80,7.12,-10.57,1.67,13.34,13.20,7.42,8.93,-10.55
RMO_qq,,,,,-22.78,-12.41,-1.59,8.39,19.20,4.17,-1.53,8.04,-4.75,0.43,-2.31,-1.40,-1.89,0.93,0.33,-0.13,0.70,-2.30,-0.68,-46.86,62.89,-4.75,-0.81,61.01,-26.37,5.73,-1.39,-3.60,-0.53,-1.90,0.55
RMO_sq,,,,,-10.99,-11.52,-2.58,-0.07,4.01,1.98,2.03,-8.12,15.79,-9.41,0.69,4.55,5.43,-0.25,-3.71,0.92,-2.94,3.02,-3.66,-5.09,5.61,-1.75,0.72,2.49,-11.83,11.70,12.28,2.37,-16.33,13.26,-7.79
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-37.44,-25.76,,-10.37,,,-23.26,-21.62,-22.58,-4.66,-4.98,4.46,10.36,4.40,-1.95,-6.74,-3.99,2.09,-1.13,4.31,-1.18,-6.11,-50.55,-21.54,-22.26,-11.63,204.97,44.19,70.64,42.45,-27.97,-4.48,-17.28,-10.38
RMT_sy,,-2.52,-1.05,,-2.85,,,-15.42,0.43,-4.69,-19.58,-17.92,2.35,6.86,25.96,22.23,-3.25,-1.61,4.65,-2.26,6.72,-0.64,2.67,14.81,11.54,18.49,5.01,-4.79,-13.97,-10.64,-5.03,3.25,8.50,-5.13,-9.32
RMT_qq,,,,,-9.84,-5.30,-17.09,8.40,-7.92,-6.45,2.10,8.04,1.23,-1.17,-3.42,1.47,-3.71,1.75,2.69,-1.73,1.59,-3.61,-2.44,-48.24,61.17,-4.49,10.91,78.63,-23.80,13.03,-7.41,-9.68,1.06,-2.13,0.31
RMT_sq,,,,,-15.26,0.29,-2.37,1.94,0.62,-4.83,-17.62,4.05,25.48,-0.64,-2.90,0.96,-0.68,1.04,3.28,-5.70,8.44,-5.93,6.72,5.46,5.35,-0.07,-5.43,-4.38,-4.81,3.80,0.51,3.95,0.04,-9.23,-3.93
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-25.34,-7.99,,-14.03,,,-25.17,-9.93,-4.41,7.91,7.56,4.85,7.33,3.16,-4.06,-6.32,-4.43,0.33,-1.39,3.25,-1.28,-4.78,-49.64,-19.63,-20.85,-21.41,133.16,4.56,15.96,22.04,-19.51,13.60,6.96,6.88
RM_sy,,-3.49,-6.78,,7.72,,,-22.10,-9.93,-8.41,5.91,-1.75,7.23,9.89,0.12,8.00,-3.72,-1.50,3.92,0.80,9.69,10.71,4.75,2.56,-8.02,-2.71,-4.62,-1.18,-5.70,-7.39,3.03,-2.64,5.41,4.05,-0.92
RM_qq,,,,,-15.51,-8.55,-10.65,8.39,1.69,-2.94,0.87,8.03,-0.87,-0.64,-3.04,0.47,-3.21,1.36,1.79,-1.25,1.34,-3.09,-1.82,-47.77,61.73,-4.57,-2.51,54.95,-27.47,5.84,2.60,2.20,2.36,-0.34,2.53
RM_sq,,,,,-12.05,-6.25,-8.11,2.81,1.69,-4.67,6.26,-4.63,11.00,-2.30,-3.19,2.87,-1.05,-0.06,2.14,-0.21,7.67,0.87,-3.35,-2.29,-3.44,6.69,-5.24,1.23,-7.85,4.78,5.42,-4.34,-0.23,3.43,0.38
COP,114000,133000,115000,110000,117000,121000,123000,114000,113000,121000,124000,115000,118000,119000,120000,122000,124000,122000,122000,123000,123000,127000,127000,246000,146000,152000,151000,93000,126000,118000,121000,124000,123000,125000,122000
COP_yy,,16.67,-13.53,,1.74,,,3.64,-3.42,,0.81,0.88,4.42,-1.65,-3.23,6.09,5.08,2.52,1.67,0.82,-0.81,4.10,4.10,100.00,18.70,19.69,18.90,-62.20,-13.70,-22.37,-19.87,33.33,-2.38,5.93,0.83
COP_sy,,6.19,29.58,,-22.19,,,31.58,33.06,,-6.47,-11.00,-16.77,-6.17,0.69,-2.62,0.75,-5.19,-4.47,9.23,-2.96,-2.19,-3.60,0.70,10.69,5.97,6.72,-5.94,4.14,-1.41,-8.39,-7.81,-9.27,-10.00,-0.38
COP_qq,,,,,6.36,3.42,1.65,-7.32,-0.88,7.08,2.48,-7.26,2.61,0.85,0.84,1.67,1.64,-1.61,,0.82,,3.25,,93.70,-40.65,4.11,-0.66,-38.41,35.48,-6.35,2.54,2.48,-0.81,1.63,-2.40
COP_sq,,,,,6.14,6.61,19.77,-2.91,7.33,-4.35,-6.17,-7.61,0.37,7.84,0.69,-10.65,3.85,1.48,,2.16,,2.29,,6.72,1.40,-2.07,0.70,-5.94,12.27,-7.28,-6.43,-5.34,10.48,-8.03,3.57
CSP,4000,18000,19000,16000,22000,31000,29000,27000,13000,2000,-2000,-1000,-3000,0,0,1000,0,-1000,0,2000,4000,7000,6000,16000,5000,3000,5000,3000,-2000,-6000,-11000,-13000,-8000,-4000,-4000
CSP_yy,,350.00,5.56,,15.79,,,68.75,-40.91,-93.55,-106.90,-103.70,-123.08,-100.00,100.00,200.00,100.00,,,100.00,,800.00,,700.00,25.00,-57.14,-16.67,-81.25,-140.00,-300.00,-320.00,-533.33,-300.00,33.33,63.64
CSP_sy,,9.68,32.35,,55.56,,,48.21,8.57,-8.96,-1.25,1.20,-18.42,49.18,,-23.81,-16.13,,,-18.75,,76.19,,42.31,3.70,-21.62,-17.57,-33.78,-3.57,-13.79,-24.59,-14.29,-16.67,-24.00,-19.57
CSP_qq,,,,,37.50,40.91,-6.45,-6.90,-51.85,-84.62,-200.00,50.00,-200.00,100.00,,,-100.00,,100.00,,100.00,75.00,-14.29,166.67,-68.75,-40.00,66.67,-40.00,-166.67,-200.00,-83.33,-18.18,38.46,50.00,
CSP_sq,,,,,25.00,-4.29,19.40,3.75,-8.43,-19.74,29.51,6.33,-26.19,46.77,,,-18.75,,-14.29,,3.85,37.04,,,-24.32,3.57,5.17,-19.67,10.20,-7.41,-8.00,-8.70,7.14,-15.56,
