,2007/Q4,2008/Q4,2009/Q4,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-37.32,3.29,,,33.83,,17.69,4.67,17.18,7.80,-15.10,14.22,2.00,-6.52,11.23,-18.36,-1.56,5.96,0.01,1.66,-11.62,-14.27,-9.39,-6.77,3.25,11.33,18.95,22.37,11.38,5.36,-10.81,-11.85,10.80,16.27,34.34
RN_sy,,-3.96,-4.81,,,1.17,,-6.40,-10.44,3.20,10.78,4.28,5.00,3.33,0.28,6.37,-3.22,0.36,0.78,-0.81,5.51,-2.01,3.24,2.65,-2.44,-4.27,-6.00,-6.86,6.37,6.60,8.36,11.42,2.11,11.43,8.89,0.96
RN_qq,,,,,7.42,-8.16,10.16,8.30,-4.46,2.81,1.35,-14.71,28.53,-8.19,-7.13,1.50,-5.67,10.71,-0.04,-4.20,-4.11,-3.75,-3.04,1.24,-1.33,6.60,4.54,8.18,1.50,-2.97,-1.11,-8.42,0.32,21.96,3.78,5.81
RN_sq,,,,,5.86,-9.31,-6.40,4.17,1.29,4.51,0.47,-1.95,1.99,2.85,-2.50,4.01,-7.20,6.65,-2.10,2.38,-1.29,-0.95,3.15,1.79,-6.18,-2.81,1.29,0.86,7.14,-2.60,2.96,3.71,-1.82,6.29,0.61,-3.84
CRN,65000,103000,100000,74000,69000,75000,68000,63000,66000,64000,63000,74000,57000,63000,67000,66000,70000,64000,64000,66000,69000,72000,74000,73000,74000,70000,67000,62000,61000,62000,63000,69000,69000,56000,54000,51000
CRN_yy,,58.46,-2.91,,,-25.00,,-14.86,-4.35,-14.67,-7.35,17.46,-13.64,-1.56,6.35,-10.81,22.81,1.59,-4.48,,-1.43,12.50,15.62,10.61,7.25,-2.78,-9.46,-15.07,-17.57,-11.43,-5.97,11.29,13.11,-9.68,-14.29,-26.09
CRN_sy,,3.27,5.70,,,-1.20,,6.92,11.33,-3.03,-9.66,-4.71,-4.19,-3.12,-0.63,-6.17,2.50,-0.65,-0.63,,-10.37,2.60,-3.18,1.35,8.84,3.80,6.58,7.33,-6.25,-6.10,-8.02,-10.56,-2.00,-10.39,-7.38,
CRN_qq,,,,,-6.76,8.70,-9.33,-7.35,4.76,-3.03,-1.56,17.46,-22.97,10.53,6.35,-1.49,6.06,-8.57,,3.12,4.55,4.35,2.78,-1.35,1.37,-5.41,-4.29,-7.46,-1.61,1.64,1.61,9.52,,-18.84,-3.57,-5.56
CRN_sq,,,,,-5.66,10.00,6.67,-3.41,-1.76,-4.19,-0.62,1.89,-1.23,-3.12,1.94,-3.80,7.89,-6.10,,-5.73,-0.68,7.48,-3.80,-1.32,6.67,2.50,-1.22,-0.62,-6.83,2.67,-3.25,-3.36,,-6.12,,4.35
CPZ,63000,101000,117000,117000,109000,112000,101000,84000,88000,87000,81000,95000,74000,78000,82000,78000,83000,74000,71000,71000,73000,75000,76000,76000,73000,69000,68000,73000,71000,76000,76000,74000,79000,63000,61000,57000
CPZ_yy,,60.32,15.84,,,-4.27,,-28.21,-19.27,-22.32,-19.80,13.10,-15.91,-10.34,1.23,-17.89,12.16,-5.13,-13.41,-8.97,-12.05,1.35,7.04,7.04,,-8.00,-10.53,-3.95,-2.74,10.14,11.76,1.37,11.27,-17.11,-19.74,-22.97
CPZ_sy,,-13.86,25.87,,,-13.33,,6.33,10.34,3.85,6.04,-4.76,-2.50,-1.85,3.80,3.75,8.33,3.77,3.66,-1.81,-3.55,1.21,4.12,14.11,,14.97,11.86,3.23,3.23,9.38,-2.53,-10.42,-11.98,-20.00,-18.13,-2.33
CPZ_qq,,,,,-6.84,2.75,-9.82,-16.83,4.76,-1.14,-6.90,17.28,-22.11,5.41,5.13,-4.88,6.41,-10.84,-4.05,,2.82,2.74,1.33,,-3.95,-5.48,-1.45,7.35,-2.74,7.04,,-2.63,6.76,-20.25,-3.17,-6.56
CPZ_sq,,,,,-8.23,7.59,-4.49,12.75,-4.76,1.25,-2.47,1.27,-2.50,1.92,3.14,1.22,1.81,-2.37,3.03,,,2.45,5.99,,,3.23,3.12,-3.03,,9.38,,-10.88,-1.74,-0.59,-5.95,6.33
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,97.64,19.14,-16.42,-12.30,-11.99,-12.70,-4.17,-2.46,5.81,14.41,10.71,-13.18,0.28,-11.09,-24.19,-6.32,-25.00,-15.66,5.00,-8.11,4.50,-1.67,7.27,47.47
RZ_sy,,,,,,,,,,,,,30.16,0.80,-13.82,-5.24,8.57,12.83,9.35,9.73,11.70,35.14,14.40,-5.05,-7.90,-24.43,-13.88,-3.38,-9.40,-10.79,5.06,16.47,24.79,30.75,8.04,-9.36
RZ_qq,,,,,,,,,,63.78,34.29,0.63,-10.70,-1.27,-5.78,5.59,-10.39,-2.08,3.43,7.48,-2.79,5.87,0.09,-15.72,12.29,-6.12,-14.67,4.15,-10.11,5.56,6.24,-8.85,2.23,-0.68,15.90,25.32
RZ_sq,,,,,,,,,,26.06,20.05,-4.00,-10.41,-2.37,2.63,5.57,2.65,1.45,-0.53,5.94,4.48,22.74,-15.80,-12.07,1.35,0.71,-4.05,-1.34,-4.97,-0.84,13.00,9.38,1.81,3.90,-6.62,-8.24
CRZ,,,,,,,,,35000,21000,16000,16000,18000,18000,19000,18000,20000,20000,20000,18000,19000,18000,18000,21000,19000,20000,24000,23000,25000,24000,22000,25000,24000,24000,21000,17000
CRZ_yy,,,,,,,,,,,,,-48.57,-14.29,18.75,12.50,11.11,11.11,5.26,,-5.00,-10.00,-10.00,16.67,,11.11,33.33,9.52,31.58,20.00,-8.33,8.70,-4.00,,-4.55,-32.00
CRZ_sy,,,,,,,,,,,,,-22.03,2.17,18.42,,-17.39,-14.89,-11.11,,-10.53,-22.50,-10.00,16.67,,29.03,19.44,2.38,9.76,12.50,-6.98,-16.28,-20.00,,-7.50,13.89
CRZ_qq,,,,,,,,,,-40.00,-23.81,,12.50,,5.56,-5.26,11.11,,,-10.00,5.56,-5.26,,16.67,-9.52,5.26,20.00,-4.17,8.70,-4.00,-8.33,13.64,-4.00,,-12.50,-19.05
CRZ_sq,,,,,,,,,,-22.03,-17.39,,15.00,,-4.26,-11.11,-5.00,,,-10.00,-5.56,-8.82,,16.67,-2.38,-2.44,7.50,,4.65,,-11.11,-10.00,,,5.71,10.81
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-31.84,6.34,,,24.12,,13.66,1.08,8.54,12.41,-11.71,17.11,7.33,-5.42,12.29,-17.46,-4.63,3.47,-0.38,2.74,-7.22,-10.03,-10.79,-5.70,-2.27,0.40,-24.49,-40.43,-46.74,-50.38,-22.16,19.95,81.93,136.18,124.78
RMO_sy,,-4.53,-8.10,,,0.58,,7.92,-3.58,-0.92,-4.41,-7.36,-2.07,-2.05,5.64,14.64,17.06,18.46,3.74,1.11,-1.96,-5.69,3.71,-0.52,-3.43,-9.75,-8.28,-13.35,-10.52,-0.61,-5.87,6.98,16.06,18.31,12.76,2.00
RMO_qq,,,,,7.42,-5.03,1.75,9.49,-4.46,1.98,5.38,-14.00,26.72,-6.54,-7.15,2.11,-6.85,7.99,0.74,-1.69,-3.94,-2.48,-2.31,-2.52,1.54,1.06,0.36,-26.68,-19.89,-9.65,-6.50,15.03,23.44,37.03,21.38,9.48
RMO_sq,,,,,6.83,-2.66,5.02,-1.18,-4.56,0.03,1.32,-4.23,0.89,0.04,9.28,3.94,3.02,1.24,-4.30,1.30,-0.11,-2.62,5.24,-2.82,-3.03,-8.99,6.96,-8.20,0.14,1.09,1.30,4.33,8.63,3.06,-3.45,-5.63
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-34.78,-46.57,,,-42.02,,-12.07,-21.80,6.06,16.55,7.45,39.27,19.99,24.00,37.95,1.87,5.93,3.09,0.91,13.89,5.88,4.13,-12.58,-17.17,-20.36,-24.93,-7.02,-6.49,1.90,8.30,-20.35,-29.21,-24.31,-24.60,-1.46
RMT_sy,,-12.59,-42.03,,,37.22,,5.73,-2.26,10.87,24.20,14.38,11.34,-2.75,-3.75,-3.04,-3.57,-15.67,-4.75,-22.87,-1.76,20.95,-4.79,11.03,-18.55,-17.33,-22.57,-13.80,-20.64,-33.83,-8.96,-3.89,6.25,1.68,1.40,-12.10
RMT_qq,,,,,7.42,-15.24,-8.18,5.17,-4.46,14.95,0.91,-3.03,23.83,-0.96,4.28,7.87,-8.55,2.98,1.48,5.60,3.21,-4.27,-0.20,-11.34,-2.22,-7.95,-5.92,9.81,-1.67,0.31,-0.02,-19.24,-12.60,7.26,-0.41,5.55
RMT_sq,,,,,10.05,6.62,-18.94,11.16,1.73,20.94,-9.19,2.37,-0.97,5.64,-10.13,3.13,-1.51,-7.62,1.51,-16.48,25.44,13.72,-20.08,-2.61,-7.98,15.42,-25.15,8.43,-15.28,-3.75,2.97,14.47,-6.34,-7.89,2.68,-0.77
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-32.47,-16.38,,,-16.69,,-3.07,-13.79,6.99,15.03,-0.13,30.62,14.88,11.28,26.52,-6.66,1.39,3.25,0.33,8.69,-0.17,-2.50,-11.78,-12.18,-12.91,-14.89,-15.68,-25.05,-25.96,-26.27,-21.26,-8.76,13.73,25.88,37.19
RM_sy,,-7.78,-20.91,,,29.78,,12.79,11.45,-4.18,-1.14,-0.54,-7.46,-7.96,4.91,0.34,7.22,1.16,-5.70,-5.97,3.16,5.18,15.86,8.83,-10.63,-24.43,-22.26,-23.78,-19.87,-18.07,-20.02,-9.25,-2.08,16.52,16.60,7.72
RM_qq,,,,,7.42,-11.33,-4.61,6.68,-4.46,10.05,2.55,-7.38,24.96,-3.22,-0.66,5.30,-7.81,5.13,1.17,2.32,-0.12,-3.44,-1.19,-7.42,-0.58,-4.24,-3.44,-8.28,-11.63,-5.39,-3.84,-2.05,2.39,17.93,6.43,6.75
RM_sq,,,,,1.52,24.99,-13.94,3.28,0.32,7.47,-11.21,3.91,-6.66,6.89,1.20,-0.62,-0.26,0.84,-5.66,-0.91,9.42,2.82,3.91,-6.92,-10.14,-13.06,6.91,-8.74,-5.53,-11.11,4.37,3.54,1.94,5.76,4.45,-4.34
COP,,,,,,,,,101000,85000,79000,90000,75000,81000,86000,84000,90000,84000,84000,84000,88000,90000,92000,94000,93000,90000,91000,85000,86000,86000,85000,94000,93000,80000,75000,68000
COP_yy,,,,,,,,,,,,,-25.74,-4.71,8.86,-6.67,20.00,3.70,-2.33,,-2.22,7.14,9.52,11.90,5.68,,-1.09,-9.57,-7.53,-4.44,-6.59,10.59,8.14,-6.98,-11.76,-27.66
COP_sy,,,,,,,,,,,,,-2.52,1.79,-5.22,-0.46,-12.07,-0.88,2.75,,3.92,-9.73,-8.93,7.55,8.02,,10.78,-7.02,-9.61,-8.94,-1.77,-1.42,-1.93,-12.50,-11.71,4.31
COP_qq,,,,,,,,,,-15.84,-7.06,13.92,-16.67,8.00,6.17,-2.33,7.14,-6.67,,,4.76,2.27,2.22,2.17,-1.06,-3.23,1.11,-6.59,1.18,,-1.16,10.59,-1.06,-13.98,-6.25,-9.33
COP_sq,,,,,,,,,,-5.88,2.68,-5.22,6.42,-1.72,-4.39,-0.46,-5.99,10.78,,,,-3.77,,11.76,0.44,7.42,-8.13,-6.19,-2.36,,-0.89,-5.86,-2.87,-3.45,,11.22
CSP,,,,,,,,,13000,-2000,-2000,-5000,1000,3000,4000,6000,7000,10000,13000,13000,15000,15000,16000,18000,20000,21000,23000,12000,15000,10000,9000,20000,14000,17000,14000,11000
CSP_yy,,,,,,,,,,,,,-92.31,250.00,300.00,220.00,600.00,233.33,225.00,116.67,114.29,50.00,23.08,38.46,33.33,40.00,43.75,-33.33,-25.00,-52.38,-60.87,66.67,-6.67,70.00,55.56,-45.00
CSP_sy,,,,,,,,,,,,,26.92,-6.90,-11.67,-8.00,-48.48,-18.52,-9.43,-13.04,,-27.27,-37.50,5.00,50.00,31.25,46.67,-52.38,-109.80,-109.52,-111.36,-135.00,-180.00,-300.00,140.00,371.43
CSP_qq,,,,,,,,,,-115.38,,-150.00,120.00,200.00,33.33,50.00,16.67,42.86,30.00,,15.38,,6.67,12.50,11.11,5.00,9.52,-47.83,25.00,-33.33,-10.00,122.22,-30.00,21.43,-17.65,-21.43
CSP_sq,,,,,,,,,,11.54,,-16.67,32.00,-18.18,-1.85,-13.21,-26.09,29.41,9.09,,-15.00,,-6.25,40.00,21.43,-17.65,4.76,-54.55,-125.00,20.00,-25.00,-40.00,-100.00,-14.29,112.50,850.00
